2.402,1.9295,0.80632,1.9879,2.3421,2.5271,1.3935,1.1164,0.52542,0.50555,0.057622,0.14604,0.14849,0.092875,0.14597,0.38445,0.22025,0.033375,0.019963,0.022201,0.018762,0.0041252
2.6805,2.0177,0.87466,2.0676,2.3372,2.6331,1.5324,1.1925,0.56015,0.57188,0.077968,0.15102,0.16227,0.08534,0.15853,0.41972,0.25253,0.033099,0.019139,0.02365,0.014993,0.0011529
2.7757,1.9688,0.96002,2.1276,2.3943,2.6701,1.7377,1.2666,0.64567,0.5744,0.097847,0.14485,0.1587,0.060107,0.12535,0.37705,0.22928,0.025505,0.017826,0.020566,0.013779,0.0056118
2.9387,2.0775,1.184,2.1355,2.5369,2.6354,1.9935,1.206,0.62755,0.60361,0.092851,0.096491,0.13184,0.048126,0.10631,0.34664,0.17095,0.024162,0.018002,0.0099777,0.019927,0.004702
3.0667,2.1199,1.3268,2.1101,2.8222,2.5912,2.2581,1.3619,0.63059,0.64297,0.12966,0.067988,0.14646,0.063271,0.087334,0.40699,0.18693,0.04013,0.022262,0.021404,0.02655,0.0014579
3.1647,2.2618,1.627,2.1718,3.1114,2.6756,2.5675,1.5019,0.7023,0.73677,0.19388,0.078641,0.1576,0.10653,0.085903,0.48473,0.18512,0.054308,0.017852,0.022227,0.041056,0.0059906
3.3435,2.4731,1.8679,2.1508,3.4035,2.7469,2.6365,1.6113,0.66984,0.73196,0.17906,0.061621,0.16096,0.13596,0.10572,0.52875,0.23002,0.05264,0.033947,0.026259,0.032462,0.0085759
3.4397,2.6263,2.064,2.2972,3.6018,2.8327,2.6683,1.7357,0.74983,0.77667,0.19142,0.078202,0.16486,0.12249,0.090831,0.50282,0.22349,0.053978,0.016527,0.02605,0.034278,0.0055963
3.6821,2.8834,2.3162,2.3465,3.687,2.8754,2.6298,1.7549,0.76039,0.75794,0.14757,0.10315,0.18125,0.14039,0.11636,0.5463,0.24889,0.053015,0.02881,0.037957,0.043093,0.0047054
3.673,2.8638,2.2777,2.3409,3.7934,3.0098,2.6234,1.849,0.85002,0.78304,0.15554,0.11302,0.19868,0.11377,0.12972,0.54803,0.24977,0.04519,0.028941,0.040532,0.04408,0.0041689
3.6569,2.9045,2.3047,2.3783,3.7998,2.9787,2.7363,1.8059,0.82576,0.84541,0.20633,0.098057,0.20417,0.10284,0.16416,0.57206,0.26414,0.056106,0.013699,0.049847,0.052487,0.011297
3.6578,2.8503,2.1422,2.2845,3.7273,2.8177,2.8124,1.7388,0.79417,0.78761,0.20852,0.12303,0.16519,0.12606,0.14213,0.47753,0.1882,0.041502,0.027098,0.041927,0.025977,0.007974
3.5651,2.74,2.1775,2.3099,3.7767,2.7961,2.7542,1.7372,0.79141,0.74385,0.17693,0.091619,0.14159,0.12628,0.12328,0.40832,0.16225,0.033037,0.015994,0.037299,0.030022,0.004328
3.5936,2.7794,2.194,2.2818,3.7218,2.7032,2.7776,1.595,0.74911,0.64249,0.2153,0.088272,0.16357,0.19293,0.1067,0.39555,0.18417,0.029975,0.028592,0.037042,0.032103,0.014539
3.5638,2.7648,2.1629,2.3919,3.8227,2.8216,2.7836,1.6531,0.71681,0.59739,0.22236,0.043018,0.12189,0.221,0.10617,0.42918,0.19916,0.03842,0.026249,0.032855,0.058095,0.0057357
3.6336,2.9011,2.2951,2.4623,3.5692,2.9046,2.6753,1.6433,0.69095,0.53615,0.23661,0.062666,0.11097,0.18418,0.08324,0.33842,0.14285,0.016706,0.018074,0.035003,0.032647,0.013563
3.6008,2.8577,2.2597,2.486,3.4979,3.0359,2.6543,1.685,0.72951,0.53499,0.26112,0.065786,0.15556,0.19042,0.11849,0.3649,0.14311,0.021121,0.021873,0.022604,0.023135,0.011146
3.6055,2.9064,2.2275,2.6845,3.5085,3.0697,2.7543,1.674,0.77044,0.62644,0.25384,0.075982,0.21055,0.17846,0.18776,0.42495,0.18973,0.0213,0.019593,0.040597,0.028045,0.0044523
3.6217,2.9088,2.1063,2.692,3.4499,3.2334,2.7559,1.7955,0.86351,0.72715,0.25234,0.13365,0.23829,0.1602,0.21083,0.48014,0.19768,0.0075235,0.0094754,0.049269,0.016336,0.0066661
3.59,2.8123,2.0114,2.752,3.4353,3.1104,2.7292,1.7609,0.94251,0.76273,0.2144,0.13457,0.22846,0.11583,0.20765,0.40687,0.16748,0.0039473,0.012299,0.034467,0.014648,0.00082028
3.665,2.7566,2.0098,2.823,3.3596,3.1473,2.4752,1.4809,0.9188,0.72877,0.18223,0.17123,0.24977,0.10302,0.23403,0.38909,0.16748,0.011691,0.011283,0.030286,0.017816,0.0029452
3.574,2.587,1.8944,2.7986,3.5051,3.2401,2.3382,1.4942,1.0095,0.7483,0.19662,0.19297,0.24821,0.10346,0.24731,0.38143,0.16318,0.0096864,0.01128,0.022769,0.018996,0.0069289
3.5103,2.5436,1.8928,2.8272,3.435,3.3094,2.3321,1.3577,0.99733,0.77715,0.1797,0.17596,0.28079,0.07468,0.27467,0.35402,0.16829,0.011095,0.014563,0.030336,0.01526,0.0091742
3.5063,2.4248,1.7715,2.8179,3.453,3.3302,2.2359,1.3471,0.96425,0.73834,0.17248,0.16013,0.25416,0.08267,0.27703,0.31882,0.16984,0.014239,0.013979,0.026022,0.005135,0.0051827
3.5289,2.4909,1.727,2.9906,3.5272,3.5105,2.3267,1.3811,1.0087,0.77475,0.18084,0.16199,0.25313,0.060069,0.26719,0.31193,0.15801,0.0078435,0.022171,0.030281,0.0067564,0.002637
3.8508,2.6661,1.8562,3.1569,3.4767,3.6337,2.3901,1.3476,1.0307,0.77999,0.13083,0.1721,0.2625,0.084587,0.28366,0.31034,0.15988,0.003934,0.018826,0.032349,0.0025352,0.0047781
4.0164,2.7582,1.9035,3.4272,3.7256,3.9064,2.4014,1.4759,1.1321,0.78846,0.12721,0.16889,0.27066,0.073028,0.27614,0.30147,0.15491,0.014893,0.03267,0.026689,0.010001,0.0019772
4.1993,2.953,2.0204,3.5629,3.7483,4.128,2.5929,1.4969,1.1518,0.85573,0.1267,0.15497,0.3154,0.073173,0.29523,0.30223,0.16766,0.013265,0.031029,0.036386,0.0064683,0.0074914
4.3609,3.0019,2.0743,3.6487,3.9363,4.198,2.7107,1.6129,1.2105,0.87472,0.15806,0.13686,0.29103,0.093064,0.29469,0.29536,0.17929,0.018405,0.019788,0.025282,0.0083644,0.008823
4.3238,3.0489,2.1945,3.6488,4.1053,4.2491,2.879,1.6174,1.218,0.92311,0.20347,0.11636,0.26834,0.096502,0.29751,0.26786,0.1482,0.01722,0.022603,0.0274,0.0038644,0.0060098
4.4639,3.1031,2.4878,3.4522,4.1827,3.7957,3.0821,1.4888,1.0686,0.83817,0.24563,0.075196,0.22831,0.13852,0.23446,0.22313,0.11541,0.017564,0.015791,0.024897,0.010102,0.003602
4.4385,3.0941,2.6446,3.1339,4.4362,3.3825,3.0695,1.4916,0.89951,0.64016,0.24141,0.038744,0.18141,0.10918,0.16866,0.14113,0.108,0.013425,0.024599,0.039146,0.014412,0.0072479
4.3764,3.2522,2.8268,2.8672,4.609,3.1079,3.0384,1.4959,0.92204,0.63315,0.27485,0.039182,0.10332,0.15754,0.12854,0.10117,0.07892,0.019528,0.026877,0.016771,0.0077311,0.010883
4.1555,3.2264,2.7089,2.874,4.6801,3.1622,3.2605,1.5473,0.98518,0.56779,0.33621,0.027953,0.10137,0.25554,0.19804,0.083205,0.11454,0.012316,0.014084,0.031009,0.045559,0.014153
3.9313,3.3059,2.9443,2.9048,4.6646,3.1892,3.2643,1.5511,0.92244,0.52461,0.29375,0.045964,0.091401,0.23459,0.14221,0.07916,0.10983,0.01182,0.0075549,0.016335,0.032026,0.0093943
3.8905,3.3782,2.8293,2.9606,4.2141,3.3723,2.9936,1.4501,0.90678,0.63397,0.25132,0.023284,0.099402,0.19394,0.14717,0.063005,0.081571,0.0091707,0.01262,0.012914,0.014518,0.0025673
3.8178,3.3067,2.4812,3.2033,3.8378,3.3653,3.0049,1.3969,0.8196,0.65585,0.22007,0.039343,0.13055,0.13991,0.14904,0.04961,0.076354,0.0053976,0.020129,0.013479,0.012782,0.01041
4.0127,3.4131,2.1939,3.5703,3.6962,3.6768,2.7978,1.3054,0.99092,0.73125,0.13196,0.080458,0.19268,0.13163,0.16864,0.069544,0.096096,0.0048134,0.030965,0.023581,0.0086201,0.00081615
4.086,3.3273,1.9302,3.779,4.0508,4.1423,2.6628,1.4589,1.2023,0.8912,0.18045,0.10932,0.2332,0.14474,0.20399,0.094109,0.13902,0.0097476,0.056131,0.035938,0.018299,0.0076142
4.1536,3.2786,2.0052,3.8681,3.9913,4.2309,2.8101,1.4778,1.2328,1.003,0.20739,0.10014,0.28309,0.089285,0.26051,0.06534,0.17986,0.006449,0.075711,0.065477,0.041502,0.0091028
4.1485,3.1034,1.8948,3.6825,3.9857,4.1212,2.8633,1.528,1.1994,0.91181,0.20496,0.090955,0.21355,0.065224,0.24237,0.053315,0.18617,0.035529,0.059695,0.05293,0.020953,0.011081
4.0809,2.9357,2.0138,3.4134,4.049,3.9211,2.8343,1.3499,1.0266,0.83574,0.17956,0.058015,0.18339,0.054838,0.17763,0.033518,0.13211,0.020741,0.027305,0.041782,0.01956,0.0093691
4.1605,2.9161,2.351,3.0933,4.0836,3.2713,2.9532,1.2198,0.86555,0.58416,0.16105,0.020957,0.068086,0.087755,0.080207,0.042607,0.065616,0.0088094,0.015463,0.019248,0.012818,0.003687
4.0191,2.8956,2.4685,2.9305,4.3286,3.1468,3.173,1.4379,0.97339,0.52173,0.2292,0.083241,0.04482,0.17261,0.086312,0.098804,0.1155,0.030955,0.020575,0.0043375,0.055418,0.013732
3.9991,3.0477,2.7692,2.7672,4.4769,3.1711,3.4667,1.4377,1.0294,0.61826,0.28576,0.080219,0.077568,0.19863,0.12518,0.12921,0.18186,0.045061,0.046946,0.02542,0.074048,0.036277
3.9255,3.0708,2.9181,2.7464,4.4833,3.2261,3.5178,1.4713,0.99796,0.50671,0.25551,0.055813,0.063752,0.22377,0.10712,0.12147,0.17179,0.040952,0.018865,0.016939,0.078542,0.031315
3.7363,3.1575,2.9779,2.9167,4.0918,3.1472,3.1947,1.361,0.84248,0.50285,0.21789,0.041467,0.091528,0.14756,0.092838,0.091112,0.12566,0.015619,0.023699,0.028392,0.059609,0.012964
3.8374,3.2848,2.7695,3.0402,3.5635,3.2986,2.9326,1.2368,0.76058,0.54885,0.18105,0.043703,0.085997,0.094822,0.1004,0.064552,0.090928,0.022702,0.016945,0.010677,0.0040041,0.010272
3.9386,3.2079,2.3691,3.5851,3.822,3.7442,2.8756,1.1174,0.85073,0.69223,0.10807,0.11838,0.14275,0.11443,0.14082,0.093727,0.16621,0.020915,0.031395,0.034065,0.019935,0.012074
4.0659,3.3739,2.2067,3.98,3.779,4.1895,2.855,1.1738,1.0162,0.75858,0.1031,0.17176,0.17754,0.17055,0.18109,0.1415,0.19864,0.036283,0.038644,0.074002,0.041314,0.016649
4.1726,3.2757,1.8994,4.1304,3.9742,4.5063,2.7626,1.4135,1.0965,0.80684,0.083584,0.19936,0.20304,0.20153,0.19072,0.16152,0.22657,0.039341,0.045409,0.093114,0.057219,0.014043
4.2571,3.1748,1.7318,4.2876,4.069,4.7067,2.7663,1.456,1.1758,0.86805,0.12864,0.19109,0.19147,0.20103,0.23134,0.18778,0.24472,0.043296,0.04192,0.086296,0.057017,0.011413
4.371,3.2016,1.6328,4.3222,3.8509,4.7527,2.718,1.4459,1.1283,0.85974,0.11661,0.17521,0.14923,0.18869,0.21912,0.21994,0.2546,0.048749,0.043038,0.097993,0.066332,0.015204
4.4193,3.0108,1.7143,4.2324,3.889,4.5377,2.8248,1.6385,1.1128,0.79196,0.16405,0.12184,0.1519,0.11472,0.1871,0.21042,0.24805,0.060932,0.03741,0.08439,0.035667,0.0056374
4.5264,3.0395,2.0593,3.904,3.7764,4.0651,3.1343,1.3188,0.81402,0.71099,0.13409,0.06711,0.1094,0.061799,0.14569,0.18413,0.17653,0.033687,0.020204,0.050671,0.02442,0.020837
4.529,3.0806,2.2886,3.8151,4.2118,3.7778,3.5526,1.3687,0.80919,0.67008,0.14295,0.052847,0.079036,0.13479,0.088593,0.23196,0.16977,0.052668,0.020993,0.046764,0.059667,0.029375
4.5767,3.2257,2.6596,3.6861,4.7157,3.9615,3.9949,1.5411,0.89092,0.6832,0.22228,0.070649,0.083173,0.19177,0.13784,0.32951,0.28477,0.068715,0.028734,0.082464,0.11149,0.046451
4.6488,3.4094,3.0345,3.6088,4.9119,4.0113,4.1378,1.5887,0.86051,0.70502,0.20469,0.035758,0.082771,0.19818,0.10926,0.34698,0.25383,0.054488,0.010656,0.064972,0.086334,0.045788
4.7259,3.6243,3.379,3.7761,4.8911,3.858,3.9853,1.5765,0.7729,0.60669,0.17054,0.025592,0.075704,0.14474,0.054029,0.24474,0.17787,0.026863,0.014338,0.039968,0.052175,0.016028
4.9922,3.8891,3.5397,4.0244,4.7242,4.2611,3.3162,1.4523,0.89402,0.65492,0.097372,0.076222,0.095426,0.078186,0.14683,0.2327,0.19175,0.044646,0.013972,0.050269,0.037675,0.0092156
5.025,3.8806,3.1324,4.5255,4.9722,5.1701,3.0453,1.5185,1.1655,0.76302,0.13286,0.1582,0.12574,0.15604,0.18927,0.32299,0.24801,0.051879,0.039762,0.080831,0.061179,0.01429
5.1358,3.8859,2.6726,5.1941,4.7662,5.6147,3.12,1.5682,1.2927,0.86338,0.093933,0.20587,0.15023,0.24497,0.19156,0.38492,0.26465,0.05005,0.06716,0.11598,0.10168,0.021292
5.2668,3.9128,2.2101,5.5431,4.4083,5.9874,2.8944,1.601,1.2802,0.79944,0.07471,0.27056,0.1521,0.33117,0.22992,0.45265,0.3233,0.071583,0.088597,0.16643,0.13843,0.01804
5.1778,3.7032,1.7084,5.8259,4.4966,6.1816,2.7178,1.6413,1.2854,0.81,0.081401,0.33546,0.17906,0.43606,0.23597,0.48144,0.30845,0.061857,0.089807,0.14346,0.1375,0.042403
5.1438,3.6329,1.1509,5.6796,4.0295,6.0788,2.7378,1.4579,1.2049,0.79039,0.048017,0.36472,0.18871,0.4771,0.2389,0.54712,0.31092,0.075105,0.077639,0.15071,0.13842,0.041442
5.0627,3.5011,0.85097,5.467,4.0718,5.9449,2.6623,1.465,1.1342,0.78097,0.049016,0.33649,0.20083,0.49954,0.25628,0.57446,0.32356,0.078222,0.087075,0.13784,0.1351,0.036112
4.9041,3.2639,0.40615,5.3224,4.141,5.8695,2.7626,1.408,1.1972,0.84175,0.086005,0.28968,0.18804,0.49898,0.26871,0.59054,0.32363,0.081574,0.085422,0.14743,0.12634,0.023017
5.0516,3.3674,0.081233,5.1442,3.9333,5.8532,2.8321,1.2906,1.1909,0.85074,0.058556,0.28424,0.18327,0.50782,0.29489,0.6196,0.33115,0.087567,0.087337,0.14385,0.12928,0.028687
5.127,3.3989,0.077824,5.2886,4.2599,5.9851,2.8154,1.4366,1.2547,0.90774,0.10987,0.2516,0.16507,0.51078,0.2971,0.64395,0.35988,0.11232,0.08313,0.14561,0.12596,0.037222
5.3381,3.5335,0.5306,5.3734,4.1764,6.1325,3.0999,1.4096,1.2672,0.92974,0.09843,0.25117,0.17774,0.50392,0.30049,0.6706,0.3467,0.087513,0.084971,0.1455,0.11939,0.036797
5.5738,3.7837,0.62678,5.4799,4.1806,6.2751,3.1923,1.4382,1.3037,0.8855,0.056193,0.24614,0.219,0.50544,0.31117,0.6873,0.36441,0.14023,0.094472,0.13039,0.14395,0.045188
5.572,3.735,0.67134,5.6311,4.4511,6.4472,3.2671,1.6015,1.3729,0.9083,0.053834,0.2613,0.19047,0.51066,0.34065,0.74527,0.33261,0.14206,0.10825,0.12307,0.12185,0.036915
5.6628,3.827,0.84635,5.4456,4.093,6.3608,3.5056,1.5301,1.3319,0.91231,0.077918,0.26438,0.19934,0.5316,0.35071,0.76562,0.32943,0.15298,0.10652,0.14282,0.127,0.027149
5.5971,3.7508,0.76036,5.3304,4.1639,6.1684,3.4451,1.7071,1.3618,0.8662,0.086422,0.259,0.17937,0.48514,0.32861,0.77399,0.29837,0.16487,0.10425,0.14168,0.11648,0.029906
5.4155,3.4345,0.74618,5.2093,4.0916,6.0184,3.4987,1.8346,1.4277,0.87656,0.12737,0.24727,0.16358,0.4402,0.32137,0.73959,0.24186,0.16662,0.09785,0.14143,0.1099,0.032504
5.3767,3.4144,0.81545,5.0329,3.7085,5.728,3.4851,1.8516,1.3387,0.83751,0.12569,0.23298,0.14218,0.36981,0.34235,0.74118,0.23944,0.15542,0.10703,0.1316,0.099085,0.023477
5.2185,3.1636,0.92838,5.1042,3.8741,5.5767,3.3338,2.0261,1.4249,0.85123,0.15871,0.19999,0.13987,0.36576,0.32238,0.70387,0.21181,0.15091,0.10318,0.10125,0.096757,0.013644
5.1068,3.117,0.91923,4.9887,3.5531,5.4519,3.2642,1.9421,1.3181,0.77801,0.15695,0.23419,0.15624,0.36041,0.29906,0.69757,0.19806,0.15317,0.10512,0.094415,0.094417,0.011921
4.9964,3.0445,0.99557,4.9734,3.5449,5.4238,2.8934,2.0153,1.2881,0.78722,0.14175,0.21321,0.17364,0.36635,0.29294,0.71132,0.21083,0.17619,0.098975,0.082709,0.073078,0.01798
4.8511,3.0021,0.75978,5.1157,3.6505,5.5389,2.8027,1.9359,1.2955,0.80098,0.14615,0.22289,0.19341,0.37444,0.27792,0.70389,0.2253,0.16846,0.096232,0.073717,0.079054,0.014348
5.0053,3.1841,0.60302,5.0995,3.4487,5.6324,2.7304,1.7748,1.2894,0.79921,0.10322,0.25096,0.18561,0.41732,0.2742,0.71781,0.2693,0.20148,0.1173,0.077435,0.085912,0.020737
5.0814,3.2321,0.53417,5.1705,3.7334,5.7162,2.7356,1.8128,1.3488,0.77593,0.09925,0.24626,0.18685,0.43625,0.26561,0.70578,0.27486,0.20283,0.12515,0.056712,0.081396,0.018781
5.1861,3.2447,0.41214,5.0804,3.6776,5.7605,2.9452,1.6891,1.3836,0.77342,0.09558,0.23784,0.20156,0.42618,0.27917,0.64105,0.25766,0.21491,0.11293,0.046445,0.06534,0.0072012
5.2778,3.3708,0.52071,4.8981,3.5939,5.5521,3.2204,1.7181,1.3644,0.67526,0.1092,0.19689,0.16739,0.33199,0.28542,0.63358,0.27007,0.18825,0.12264,0.067365,0.073295,0.019866
5.2125,3.1932,0.70221,4.7844,3.8334,5.5065,3.3508,1.9242,1.4396,0.68847,0.14039,0.16712,0.11591,0.26589,0.31074,0.63128,0.22988,0.19154,0.11787,0.055264,0.059097,0.027295
5.2755,3.1677,1.1144,4.5567,3.5976,5.1171,3.6946,1.8514,1.3036,0.69387,0.17254,0.1428,0.09637,0.16224,0.33586,0.52697,0.18477,0.14266,0.11471,0.057302,0.056744,0.01635
5.092,3.1067,1.5225,4.5096,3.7477,4.8767,3.7992,1.9583,1.2503,0.71752,0.17458,0.11318,0.051082,0.13758,0.32044,0.51501,0.2104,0.17549,0.091467,0.059677,0.06195,0.033184
4.904,2.8531,1.7816,4.4524,3.7237,4.8199,3.9912,1.9152,1.289,0.759,0.20602,0.080307,0.049353,0.10554,0.33195,0.52,0.20531,0.16153,0.089975,0.057279,0.045587,0.031766
4.7488,2.833,2.0588,4.391,3.346,4.7067,3.9008,1.6993,1.2382,0.724,0.15997,0.063554,0.073252,0.090672,0.35477,0.46113,0.18114,0.15815,0.074901,0.027568,0.04031,0.026985
4.5399,2.6166,2.1948,4.5234,3.345,4.6494,3.6149,1.539,1.2538,0.6948,0.15556,0.069309,0.076032,0.078013,0.2975,0.42826,0.16353,0.12051,0.075845,0.0112,0.03872,0.024318
4.427,2.6833,2.0605,4.4905,2.8548,4.6687,3.3612,1.2985,1.2138,0.59974,0.12506,0.1545,0.10198,0.16606,0.23221,0.42868,0.18305,0.14022,0.075954,0.046613,0.040977,0.0095795
4.3625,2.6501,1.9077,4.5587,2.7737,4.7389,2.9911,1.4316,1.2296,0.56801,0.1131,0.18729,0.14422,0.21952,0.23513,0.4819,0.22004,0.16432,0.090373,0.057207,0.047388,0.016938
4.3437,2.6133,1.5577,4.5595,2.703,4.8514,2.8876,1.5409,1.2252,0.56782,0.13079,0.19645,0.13731,0.25187,0.1961,0.46352,0.21447,0.16455,0.081292,0.050409,0.062101,0.013029
4.4775,2.8068,1.3192,4.6078,2.4458,4.8827,2.7294,1.6047,1.1756,0.56012,0.12974,0.21332,0.10131,0.25107,0.19079,0.47685,0.22023,0.18621,0.085119,0.056047,0.059113,0.0082974
4.6241,2.8544,1.3241,4.7026,2.7599,4.895,2.805,1.8483,1.2441,0.55721,0.18481,0.17722,0.074254,0.22155,0.1859,0.45799,0.19963,0.17329,0.076014,0.052702,0.053999,0.010151
4.7665,3.0279,1.3264,4.625,2.7554,4.9349,3.0914,1.7939,1.2505,0.58651,0.19846,0.18181,0.029178,0.13352,0.16435,0.45198,0.1862,0.15354,0.088555,0.050094,0.070008,0.020714
4.8114,3.0561,1.5248,4.6487,2.9749,4.8815,3.2225,1.8763,1.2957,0.63462,0.19033,0.14937,0.048603,0.12033,0.17623,0.39092,0.16827,0.15034,0.073942,0.044601,0.053852,0.0092219
4.7496,3.0113,1.567,4.752,3.1685,5.104,3.4642,1.9129,1.3858,0.68258,0.2187,0.17769,0.04922,0.091983,0.18664,0.43437,0.17543,0.16316,0.081766,0.058576,0.05216,0.0055259
4.8557,3.1022,1.6164,4.8436,2.988,5.1796,3.4534,1.7893,1.4092,0.70598,0.18324,0.23351,0.072911,0.10759,0.18317,0.42813,0.20015,0.18159,0.088069,0.07826,0.05617,0.0065555
4.7475,2.9517,1.6465,4.9706,3.0626,5.2255,3.2237,1.7623,1.4693,0.69591,0.16586,0.2618,0.08188,0.1725,0.16342,0.44071,0.185,0.17173,0.10366,0.086016,0.046877,0.016204
4.6978,2.9097,1.3107,4.8329,2.7608,5.2548,3.1302,1.6083,1.3476,0.67366,0.16518,0.29481,0.11207,0.20202,0.15998,0.41581,0.16553,0.19045,0.087994,0.07175,0.0419,0.022263
4.6634,2.818,1.1913,4.6949,2.6906,5.1656,2.8424,1.5867,1.3028,0.60299,0.1484,0.29567,0.09565,0.22448,0.13177,0.42995,0.17854,0.19099,0.088212,0.089237,0.031744,0.013683
4.4889,2.7467,0.92673,4.6446,2.7221,5.1578,2.8172,1.6347,1.3049,0.62683,0.15227,0.30157,0.11286,0.22162,0.122,0.42025,0.16002,0.18397,0.079419,0.086237,0.034693,0.013566
4.6362,2.8086,0.82575,4.4555,2.5116,4.953,2.8896,1.5517,1.2602,0.61632,0.19053,0.26193,0.095994,0.1778,0.10707,0.41835,0.14329,0.16791,0.058823,0.080576,0.041505,0.010985
4.6815,2.8904,0.91398,4.4543,2.7838,4.877,3.0403,1.7229,1.3076,0.58453,0.15188,0.25309,0.087131,0.11419,0.14573,0.40176,0.11197,0.15842,0.070687,0.086018,0.050221,0.017844
4.7701,2.8986,1.0198,4.4276,2.8924,4.8209,3.4272,1.7801,1.287,0.71744,0.2471,0.17666,0.067532,0.11271,0.12433,0.36467,0.10493,0.13043,0.043801,0.08403,0.030636,0.01261
4.8082,2.9949,1.2994,4.4481,2.9362,4.7873,3.6619,1.8093,1.3117,0.6803,0.20156,0.17583,0.059497,0.088988,0.15088,0.35691,0.090896,0.14393,0.045003,0.075025,0.053679,0.037009
4.7602,2.9384,1.5068,4.5279,3.1154,4.8767,3.7764,1.7783,1.3452,0.75786,0.17179,0.16978,0.069459,0.051214,0.16448,0.34091,0.090174,0.12873,0.052044,0.08766,0.044557,0.018745
4.7744,2.9737,1.6779,4.5443,2.8304,4.856,3.7319,1.5886,1.377,0.75591,0.17797,0.15469,0.08612,0.059749,0.15178,0.32924,0.12551,0.11025,0.063892,0.10089,0.041537,0.0098664
4.6519,2.9288,1.7636,4.5272,2.853,4.8367,3.5112,1.6406,1.4164,0.70462,0.12363,0.20845,0.095171,0.072639,0.15245,0.34128,0.16298,0.11543,0.077691,0.11802,0.049335,0.0037369
4.5562,2.7768,1.5701,4.4906,2.7112,4.8617,3.4889,1.6451,1.3717,0.75554,0.18391,0.24597,0.048077,0.11523,0.15404,0.30146,0.15239,0.13766,0.071997,0.12675,0.061721,0.0028451
4.5294,2.8623,1.4548,4.4289,2.3795,4.7522,3.3681,1.5897,1.3589,0.69489,0.14819,0.25029,0.095071,0.11823,0.12608,0.29584,0.13701,0.11242,0.065778,0.099111,0.056405,0.01077
4.4675,2.7374,1.4623,4.315,2.5768,4.6276,3.318,1.7887,1.3345,0.6179,0.17958,0.17366,0.038498,0.074789,0.15453,0.23711,0.12725,0.098754,0.068635,0.087755,0.048825,0.018584
4.4812,2.8078,1.5005,4.1609,2.4202,4.4177,3.4531,1.6706,1.2393,0.65892,0.15453,0.17337,0.095058,0.033819,0.12446,0.21514,0.10653,0.091498,0.052611,0.093215,0.043582,0.018447
4.4801,2.8669,1.7292,4.0357,2.7195,4.1327,3.7248,1.7101,1.1212,0.65023,0.16806,0.12932,0.091361,0.041959,0.097911,0.21114,0.11102,0.094326,0.049047,0.080898,0.035642,0.0051461
4.4302,2.8811,1.9937,3.7825,3.0047,4.0313,3.9973,1.7176,1.0392,0.66141,0.17029,0.13957,0.12499,0.079031,0.077849,0.20557,0.1378,0.068633,0.029108,0.077736,0.040308,0.0050177
4.3544,2.9931,2.2808,3.6273,3.1556,3.9443,3.9839,1.7831,0.96788,0.65071,0.15725,0.17393,0.14552,0.063034,0.076098,0.21873,0.13814,0.080618,0.039858,0.089128,0.070433,0.007948
