39.683,37.111,8.9874,3.5974,1.3744,0.91128,0.41523,0.49038,0.38866,0.049073,0.079141,0.099949,0.093924,0.022243,0.062463,0.0621,0.038032,0.061079,0.055019,0.038637,0.03323,0.03431,0.035229,0.030852,0.02985,0.036805,0.036499,0.031056,0.027682,0.023023,0.0233,0.025769,0.024548,0.023111,0.020976,0.019878,0.02349,0.02282
64.285,65.334,16.809,6.0282,2.9859,1.9236,1.3997,0.96037,0.74776,0.20923,0.15224,0.14951,0.071755,0.13602,0.057002,0.024465,0.066681,0.073766,0.023738,0.038551,0.033205,0.042425,0.021514,0.037676,0.025068,0.023049,0.039497,0.024183,0.038335,0.024305,0.031454,0.020423,0.027953,0.024368,0.024416,0.022879,0.017003,0.023748
77.476,78.588,19.14,6.4771,2.9415,1.7638,0.91183,0.96766,0.94577,0.37925,0.3384,0.45894,0.44648,0.45454,0.41974,0.38633,0.38717,0.31087,0.32599,0.33969,0.307,0.29145,0.28939,0.25741,0.25183,0.26034,0.21642,0.22926,0.23299,0.20567,0.22113,0.21581,0.1894,0.20155,0.19089,0.16932,0.18223,0.17627
87.669,105.12,34.588,14.575,6.8938,4.7619,3.1404,2.3048,1.1944,0.56131,0.24285,0.2579,0.12272,0.096186,0.026769,0.048273,0.08329,0.08179,0.08972,0.064483,0.03908,0.023986,0.024092,0.038874,0.06343,0.052176,0.059223,0.047234,0.025166,0.016029,0.028256,0.033294,0.052196,0.047875,0.040322,0.033292,0.014746,0.015957
95.8,124.38,42.952,20.142,8.7337,5.2649,4.1624,3.9879,2.8625,1.5201,0.84973,0.27889,0.50102,0.7292,0.71833,0.66823,0.59472,0.41592,0.20166,0.01973,0.20486,0.33206,0.40172,0.43005,0.41212,0.31241,0.17529,0.031685,0.11682,0.23196,0.31938,0.34782,0.32121,0.24829,0.14119,0.032729,0.087957,0.19069
93.256,122.87,41.824,19.403,9.4492,6.0541,4.7659,3.4359,1.5784,0.79521,0.61464,0.41928,0.36828,0.098935,0.11591,0.063004,0.12717,0.070637,0.087032,0.069757,0.059739,0.080633,0.098508,0.057343,0.042872,0.072699,0.062726,0.063484,0.056182,0.046369,0.054604,0.056003,0.050117,0.045904,0.041072,0.046046,0.046232,0.047733
96.887,132.64,51.442,25.434,12.2,7.3906,6.4837,5.4257,2.5207,1.165,1.4093,0.56498,0.40665,0.59875,0.33679,0.20521,0.20445,0.25701,0.22289,0.1472,0.11093,0.15643,0.16399,0.16268,0.17402,0.13528,0.13392,0.10677,0.097565,0.11279,0.11942,0.11925,0.13446,0.12586,0.10309,0.094796,0.080008,0.080106
103.71,145.04,61.484,32.811,17.249,12.691,10.031,8.5553,4.9825,2.362,2.5071,1.4866,0.69476,0.95821,0.11552,0.11217,0.36702,0.68629,0.47414,0.26819,0.17036,0.042715,0.14955,0.21322,0.24239,0.16747,0.092209,0.011119,0.11011,0.19539,0.22982,0.2243,0.17373,0.091918,0.0057954,0.089394,0.14829,0.17627
99.873,142.42,59.404,31.667,15.594,11.931,10.52,10.113,5.8377,2.6929,2.9158,1.3106,1.0216,1.1858,0.29153,0.31728,0.2118,0.71253,0.16318,0.13354,0.24881,0.066264,0.11265,0.11027,0.082596,0.073142,0.067048,0.039333,0.048782,0.059045,0.034194,0.043012,0.048377,0.036803,0.041359,0.045155,0.033361,0.032746
102.6,151.88,68.482,33.444,16.013,13.902,12.667,11.647,6.894,3.5126,3.4952,1.1322,1.6516,2.0173,0.69947,0.39747,0.34035,0.93584,0.56161,0.38184,0.10328,0.35979,0.55358,0.3856,0.057792,0.17575,0.14201,0.068475,0.22238,0.29304,0.24236,0.20103,0.16059,0.11883,0.052237,0.057569,0.1307,0.16699
101.58,153.69,71.099,37.162,19.411,15.367,13.909,14.788,9.1153,3.7353,4.8255,2.3641,1.4921,2.2513,0.56117,0.53504,0.34842,1.3682,0.61852,0.2239,0.46924,0.27543,0.27573,0.13309,0.11252,0.23879,0.21598,0.17003,0.12249,0.06207,0.024502,0.03351,0.035556,0.067226,0.076529,0.10149,0.099746,0.069877
