0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444,0.64444
0.511,0.45376,0.3096,0.18368,0.017848,0.022784,0.019046,0.004706,0.016757,0.0068996,0.012184,0.007173,0.0088432,0.0095063,0.007136,0.0056369,0.0040257,0.006941,0.0060761,0.0034581,0.0049989,0.0011796,0.0034991,0.0041694,0.0036205,0.0038578,0.0039072,0.0030876,0.0038293,0.0058483,0.0015729,0.0024022,0.0038593,0.0030935,0.0030846,0.0035545,0.0034208,0.0023092,0.0024151,0.0016717,0.0030035,0.0028622,0.002372,0.0022667,0.0020271,0.0016655,0.0026914,0.0029402
0.56824,1.4001,0.5849,0.25538,0.072325,0.090351,0.047226,0.045407,0.039127,0.034473,0.038699,0.038102,0.029534,0.026794,0.021659,0.021775,0.020256,0.021045,0.021136,0.018499,0.017437,0.016552,0.01606,0.015702,0.014648,0.012614,0.014868,0.011775,0.014057,0.011176,0.011239,0.013374,0.011505,0.010115,0.012547,0.011098,0.013169,0.011105,0.0090542,0.0095989,0.0093841,0.0090921,0.0084918,0.0087043,0.0089846,0.0089308,0.0081196,0.0086229
4.2701,3.3252,1.1729,0.21263,0.029059,0.044955,0.083551,0.056357,0.051504,0.065951,0.054359,0.042328,0.042315,0.044306,0.038972,0.035105,0.032722,0.031972,0.030179,0.0274,0.025628,0.024797,0.024544,0.02166,0.020859,0.020795,0.020662,0.019632,0.019298,0.020164,0.016429,0.016024,0.015608,0.017788,0.013416,0.013816,0.015187,0.01457,0.014948,0.014579,0.015937,0.014655,0.014138,0.012771,0.013876,0.013284,0.011192,0.010978
6.4409,7.6437,3.5909,1.4687,0.46711,0.2433,0.14983,0.096677,0.067211,0.068748,0.056989,0.047337,0.037771,0.040136,0.029192,0.033497,0.027273,0.026491,0.025408,0.026084,0.026598,0.024067,0.022357,0.022096,0.019259,0.019621,0.018648,0.016543,0.016196,0.015792,0.016346,0.016269,0.014138,0.017581,0.01583,0.012353,0.013262,0.013532,0.013345,0.011284,0.010522,0.010861,0.010896,0.010867,0.012082,0.011946,0.010465,0.010214
7.6969,9.7629,4.6434,2.1885,0.75735,0.36571,0.22189,0.16935,0.10481,0.078086,0.055605,0.04638,0.034836,0.043167,0.036338,0.031346,0.032062,0.025735,0.025158,0.021207,0.01835,0.019171,0.019038,0.019033,0.02053,0.020375,0.018597,0.01693,0.015526,0.014092,0.01417,0.011738,0.011939,0.013261,0.01185,0.013718,0.013587,0.01309,0.014271,0.012622,0.011178,0.011073,0.010402,0.011199,0.010226,0.0090527,0.011085,0.01174
8.9957,12.133,6.2955,3.398,1.3886,0.72901,0.30784,0.093401,0.0040594,0.054254,0.053255,0.049281,0.034615,0.028379,0.028159,0.024088,0.026279,0.02997,0.025463,0.02324,0.020589,0.022153,0.021044,0.017847,0.021637,0.019581,0.018334,0.015481,0.016971,0.016133,0.015945,0.014665,0.015621,0.012567,0.014298,0.013381,0.015745,0.016791,0.014766,0.014585,0.013751,0.012981,0.011882,0.0072145,0.010949,0.010852,0.010983,0.010821
10.298,14.459,7.6652,4.3836,1.7354,0.8464,0.36059,0.18308,0.09308,0.05279,0.020939,0.014665,0.0095457,0.021392,0.00546,0.0082668,0.0051622,0.0099335,0.0050476,0.003866,0.0026066,0.0028607,0.0040997,0.0059661,0.0015876,0.0021655,0.000359,0.0028049,0.0017411,0.0029246,0.0041203,0.00088841,0.00091142,0.0035483,0.0022615,0.0026995,0.0026705,0.0058424,0.0031459,0.0013407,0.00072736,0.0021884,0.0022069,0.004076,0.00073513,0.0015738,0.0023678,0.0021517
11.311,16.111,9.2384,6.0607,2.5397,1.2886,0.53878,0.33367,0.16571,0.067438,0.041496,0.018109,0.01896,0.0084395,0.015222,0.0078549,0.0033191,0.0046634,0.0024121,0.0059026,0.0049005,0.0053589,0.0063199,0.0021993,0.0042189,0.0012223,0.00034929,0.001111,0.0012183,0.0033271,0.0025103,0.0015348,0.0026624,0.0026371,0.0006799,0.0019126,0.0025734,0.0012038,0.002403,0.0025143,0.0046625,0.0020815,0.002012,0.0024386,0.00011267,0.0017305,0.0010646,0.0007828
12.092,18.463,10.745,7.3975,3.1088,1.566,0.65704,0.41594,0.23148,0.12463,0.081163,0.042834,0.030964,0.016349,0.015295,0.011747,0.015012,0.01401,0.013685,0.012504,0.014175,0.013848,0.013961,0.0081083,0.0092864,0.011844,0.010014,0.0083442,0.010543,0.010858,0.0073622,0.0082079,0.0064543,0.008512,0.0073613,0.0040982,0.0045024,0.0047604,0.0036522,0.005757,0.0061931,0.005626,0.0042727,0.003541,0.0062213,0.0089179,0.0085749,0.0051039
