0.51068,0.54158,0.38116,0.009659,0.040034,0.02508,0.0082893,0.0018086,0.0023378,0.00047136,0.0016886,0.0047641,0.0029026,0.00048187,0.0012138,0.0015067,0.00047343,0.0014349,0.00095888,0.0019653,0.0011627,0.0015443,0.00099741,0.00094948,0.00099491,0.00084474,0.0011063,0.0026076,0.00050814,0.0014786,0.00029588,0.00119,0.00077225,0.00055174,0.00014269,0.00099585,0.00041968,0.00045262,0.00080071,0.00031484
1.0804,0.82763,0.49108,0.079848,0.0481,0.030459,0.005102,0.015597,0.0090012,0.0051512,0.0077252,0.0039012,0.0034353,0.01364,0.0059132,0.0040414,0.0031924,0.0025066,0.0031353,0.0041504,0.0057081,0.0043983,0.0017971,0.002749,0.0041471,0.0046402,0.0022025,0.004242,0.00063827,0.0029374,0.0029521,0.00091027,0.003973,0.0028306,0.0022564,0.0022119,0.0021589,0.0025977,0.0019822,0.0023253
2.1231,2.0096,0.97966,0.2511,0.073544,0.063929,0.032249,0.042756,0.031787,0.024839,0.027586,0.023019,0.020304,0.017998,0.018969,0.015167,0.014443,0.010709,0.010851,0.011686,0.011852,0.010078,0.01036,0.0091003,0.0088244,0.0066935,0.007053,0.0062905,0.0064167,0.0049901,0.010217,0.006344,0.0075411,0.0059718,0.0059403,0.0046514,0.0048534,0.0053343,0.0063112,0.0050316
2.7771,3.3149,1.5423,0.32382,0.045113,0.012507,0.029002,0.012923,0.014332,0.0073739,0.0018966,0.0060948,0.0026787,0.0032806,0.0026422,0.00090223,0.0012341,0.0017768,0.0040207,0.0030479,0.0037728,0.0012226,0.0010376,0.0032761,0.0017143,0.0014456,0.0038675,0.0021398,0.0021315,0.0033833,0.0048611,0.0042138,0.0052829,0.005614,0.0022266,0.0011344,0.0010606,0.0025232,0.0011295,0.00044665
3.5723,4.712,1.193,0.27093,0.25531,0.11357,0.09219,0.066119,0.034155,0.04801,0.039574,0.043251,0.044855,0.041491,0.032806,0.030112,0.026866,0.025607,0.023487,0.026143,0.025565,0.025436,0.02405,0.02135,0.019832,0.017505,0.01484,0.014077,0.016384,0.019371,0.019137,0.017535,0.016231,0.015665,0.011399,0.012566,0.012843,0.015433,0.013363,0.014634
4.1354,6.6277,2.2764,0.53451,0.090897,0.072834,0.018836,0.018069,0.010041,0.014819,0.018316,0.0079122,0.010793,0.01451,0.003033,0.010532,0.0067238,0.0035067,0.0096081,0.0063815,0.0061194,0.0058286,0.0038283,0.0099317,0.004539,0.0069295,0.0053298,0.0050877,0.005568,0.0029213,0.0026031,0.0024552,0.00423,0.002375,0.0056569,0.0033493,0.0023135,0.0056339,0.0036447,0.003155
4.4974,8.4779,2.905,0.82003,0.30041,0.12782,0.059293,0.016992,0.032408,0.051376,0.022632,0.031596,0.022369,0.016368,0.016834,0.014446,0.019498,0.018286,0.017506,0.016009,0.013055,0.016698,0.013064,0.01274,0.01402,0.01052,0.01252,0.01155,0.011594,0.010316,0.010825,0.011706,0.0086149,0.0099659,0.0094415,0.0086043,0.0086389,0.0069974,0.0097796,0.007193
5.0303,10.175,4.2306,1.4417,0.38357,0.18551,0.095665,0.059644,0.048746,0.048454,0.033996,0.028711,0.025297,0.027422,0.018642,0.0269,0.0084659,0.021491,0.0060847,0.021353,0.0070721,0.021838,0.0031283,0.018923,0.0040758,0.016656,0.0021984,0.015342,0.0075404,0.016304,0.0091199,0.011533,0.0071084,0.010974,0.0073258,0.0081119,0.0092931,0.0077473,0.010486,0.0052983
4.9823,10.324,4.4361,1.534,0.69006,0.29772,0.067569,0.034976,0.040751,0.030621,0.018192,0.018054,0.017771,0.01636,0.015704,0.01642,0.0094021,0.014621,0.0098886,0.012208,0.0067416,0.010587,0.0037859,0.011596,0.0086098,0.013736,0.0087455,0.013759,0.0053371,0.0093923,0.0044504,0.0088879,0.0078094,0.0097871,0.0052332,0.0055023,0.0035289,0.0062913,0.0058756,0.0050267
5.5143,11.114,5.9137,2.2222,0.99885,0.47445,0.23113,0.061267,0.047573,0.039935,0.0099474,0.021344,0.016005,0.014327,0.012884,0.012843,0.013018,0.0099335,0.011958,0.008125,0.010116,0.0091325,0.0066931,0.008188,0.0076757,0.0070147,0.0083873,0.0078761,0.0065419,0.0072232,0.0079189,0.0048621,0.0064584,0.0057106,0.0048884,0.0070398,0.0042834,0.0044982,0.0048305,0.0049695
