0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912,0.56912
0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378,0.59378
0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808,0.40808
2.5123,2.0787,0.93631,0.23415,0.12031,0.055933,0.067436,0.037266,0.02372,0.015484,0.020775,0.019958,0.0173,0.017808,0.015321,0.012806,0.015672,0.012653,0.011289,0.010155,0.0084469,0.012511,0.008964,0.0069718,0.0063916,0.0077462,0.0071516,0.0069558,0.0058678,0.0092374,0.0060489,0.0074833,0.0085589,0.0069994,0.0064434,0.0059123,0.0048063,0.0056019,0.0059688,0.0061576,0.0058975,0.0046465,0.0050878
3.3316,3.5835,1.7593,0.2727,0.17414,0.10032,0.044099,0.029832,0.020025,0.011498,0.0095078,0.010897,0.0054362,0.010474,0.004169,0.0035561,0.0048987,0.0047542,0.003347,0.0058606,0.0033091,0.0059992,0.0041691,0.0044214,0.003904,0.0031619,0.0037048,0.0026502,0.0022542,0.0040972,0.004082,0.0046064,0.0042281,0.0050084,0.0025088,0.001742,0.0025986,0.0024723,0.00033046,0.0022194,0.0028779,0.0016388,0.0018802
4.2111,5.0683,2.2658,0.4321,0.27103,0.17278,0.051851,0.046742,0.030286,0.012021,0.023274,0.022722,0.019989,0.0089693,0.0061533,0.015078,0.013358,0.0065901,0.0087135,0.009821,0.0090772,0.006302,0.0056995,0.008287,0.0082823,0.0056395,0.006771,0.0077628,0.0081025,0.0077567,0.0039231,0.0079553,0.0076756,0.0048095,0.0040159,0.0056246,0.0062291,0.003999,0.0043467,0.0044016,0.0055444,0.0051291,0.004477
5.1471,6.6263,3.0105,0.51865,0.34368,0.11213,0.040131,0.05979,0.049983,0.049657,0.049959,0.048592,0.045027,0.037659,0.036433,0.031374,0.032436,0.030005,0.025357,0.023703,0.026459,0.026458,0.023854,0.020724,0.022754,0.02239,0.019742,0.018403,0.018867,0.018359,0.018595,0.01659,0.015408,0.016338,0.015067,0.013899,0.012963,0.012769,0.01488,0.014814,0.012744,0.01307,0.012378
5.4649,7.7683,4.0356,1.141,0.60569,0.30119,0.14268,0.051765,0.019454,0.031915,0.025156,0.01429,0.0047412,0.0056883,0.01166,0.015875,0.011315,0.0096451,0.0011552,0.0041518,0.011042,0.0098822,0.0076818,0.0045956,0.00078551,0.0053241,0.009074,0.0069207,0.0053188,0.0022515,0.0034632,0.0037211,0.0085249,0.0074079,0.0050014,0.0022913,0.0031368,0.0074035,0.0061194,0.0036841,0.0025133,0.0012101,0.0037739
5.8557,8.2474,4.9191,1.4879,0.72964,0.437,0.2242,0.086123,0.032211,0.017735,0.015378,0.027066,0.030248,0.024732,0.014448,0.0022408,0.0083635,0.01532,0.020329,0.018796,0.013861,0.0058745,0.0014338,0.0068417,0.013106,0.015324,0.014852,0.0083618,0.0027244,0.0033388,0.0078749,0.012079,0.013185,0.0074261,0.0052051,0.0021752,0.0056321,0.0090169,0.0086384,0.0094305,0.0067796,0.0024902,0.0024067
6.2607,8.53,5.4623,1.811,0.93269,0.5268,0.28367,0.19874,0.11818,0.071941,0.025627,0.025543,0.037934,0.046837,0.04995,0.04361,0.031804,0.019997,0.0060188,0.0091001,0.018884,0.027159,0.029168,0.031048,0.022792,0.016479,0.0085459,0.0079442,0.015361,0.022689,0.022934,0.020748,0.016831,0.011192,0.0050877,0.0083428,0.013504,0.019327,0.020146,0.018676,0.014132,0.0076764,0.0025585
