0.67406,0.41252,0.070418,0.025601,0.0054904,0.019158,0.012797,0.0044909,0.002516,0.0074092,0.0029845,0.0040147,0.0044196,0.0010215,0.002369,0.0023821,0.0020546,0.0024042,0.0005715,0.0029813,0.00087729,0.00097401,0.0010077,0.001892,0.0014825,0.0017116,0.00034187,0.0010253,0.00053053,0.0017639,0.0020669,0.00034018,0.0011488,0.00058907,0.0018088,0.0003808
1.7956,1.2584,0.44552,0.057777,0.037645,0.030677,0.022673,0.0085737,0.0051241,0.0054796,0.0057184,0.0073516,0.0028425,0.0015145,0.0027592,0.0012117,0.0031703,0.0020912,0.0018807,0.0020051,0.0024445,0.0024366,0.0015905,0.0014749,0.0029117,0.0019739,0.0013071,0.002763,0.0027094,0.002051,0.0015422,0.0013946,0.0015599,0.0014422,0.0014667,0.0012658
2.8414,2.5009,0.67651,0.18673,0.10575,0.015987,0.032034,0.027408,0.015153,0.022693,0.021883,0.015336,0.016144,0.016101,0.014684,0.012555,0.011441,0.011011,0.012295,0.010291,0.0082232,0.010329,0.0091615,0.0078325,0.0079478,0.009033,0.0055523,0.0057525,0.0088352,0.0080535,0.0069637,0.0069451,0.0052459,0.0063778,0.0061383,0.0060167
3.6502,3.7798,1.3402,0.36781,0.12178,0.05871,0.02531,0.014358,0.012982,0.0093314,0.011961,0.014828,0.0057602,0.0086407,0.0044942,0.0077157,0.0058344,0.00029807,0.0078319,0.0060242,0.0025822,0.0043279,0.002535,0.0043931,0.0038729,0.00245,0.0038869,0.0059296,0.001437,0.0059372,0.0018678,0.0033562,0.0038326,0.0024271,0.0027285,0.0017449
4.7388,5.608,2.096,0.60708,0.22408,0.10313,0.028031,0.0081984,0.013495,0.00755,0.0037318,0.0090536,0.0062007,0.0060379,0.0015717,0.0036101,0.0010685,0.0032311,0.0049678,0.001309,0.0026838,0.0022722,0.00035879,0.0056797,0.004797,0.0033427,0.0008123,0.00403,0.0018165,0.005248,0.0018149,0.0018168,0.0029342,0.00073425,0.00075719,0.0016303
5.3802,6.7894,2.9145,1.0877,0.38481,0.098491,0.059207,0.054772,0.024255,0.023016,0.032721,0.035083,0.023965,0.020818,0.019384,0.017701,0.020754,0.019909,0.016442,0.015246,0.017334,0.015535,0.013138,0.012578,0.014738,0.012807,0.010029,0.010226,0.01191,0.012051,0.010805,0.0088576,0.0098291,0.010082,0.0090482,0.0091422
5.6012,7.205,3.4977,1.0963,0.38286,0.14777,0.016387,0.011117,0.027196,0.021213,0.027201,0.014159,0.016798,0.025749,0.019742,0.014422,0.019772,0.02123,0.013612,0.014228,0.021092,0.014813,0.011213,0.018529,0.012974,0.011435,0.013363,0.015814,0.011739,0.0088982,0.012992,0.014208,0.0090067,0.008044,0.011564,0.0094845
5.6358,7.4083,4.7098,1.5819,0.60213,0.34102,0.081442,0.078887,0.025079,0.048862,0.018387,0.022928,0.036406,0.021346,0.018089,0.027332,0.023101,0.011073,0.015967,0.022495,0.016603,0.0096141,0.018506,0.01887,0.011172,0.012339,0.018732,0.017235,0.006978,0.01111,0.014982,0.010633,0.0063249,0.01145,0.012325,0.0068381
6.1208,7.5962,5.2306,1.9046,0.6768,0.32532,0.06184,0.083128,0.03337,0.014667,0.011553,0.0060918,0.0076334,0.0014673,0.0064278,0.0060457,0.003498,0.0017897,0.0040064,0.00084268,0.0048451,0.0039801,0.004041,0.0016834,0.0037295,0.003703,0.0044635,0.0011581,0.0016722,0.00053962,0.0021415,0.0018946,0.00028088,0.0015834,0.0006312,0.0012666
6.2836,7.4573,5.6513,2.2721,0.83822,0.32428,0.045454,0.10658,0.037617,0.040623,0.039641,0.033036,0.038552,0.026686,0.020813,0.025052,0.025229,0.023408,0.019308,0.018725,0.017442,0.020939,0.016935,0.018306,0.012772,0.018677,0.011588,0.014974,0.015941,0.012303,0.012821,0.012789,0.013588,0.012817,0.011656,0.012495
6.3335,7.5304,5.8734,2.1389,0.60301,0.31627,0.10662,0.072061,0.12054,0.058713,0.033053,0.037987,0.0496,0.059471,0.029244,0.0053165,0.031143,0.043137,0.033564,0.009771,0.016466,0.037469,0.029382,0.021852,0.0065521,0.021772,0.019118,0.021127,0.0076686,0.0075294,0.022406,0.021852,0.01316,0.0035984,0.016382,0.021486
6.4777,8.2102,6.5801,2.7226,0.88472,0.50098,0.12648,0.053231,0.023562,0.0062781,0.024653,0.041888,0.02144,0.014184,0.014788,0.01746,0.020504,0.013507,0.0062126,0.013901,0.015531,0.01651,0.010373,0.0039316,0.012941,0.012626,0.018946,0.0077695,0.0046515,0.0096534,0.011089,0.0093191,0.0051274,0.0072946,0.0091827,0.0095191
7.0441,9.2114,7.0437,3.2125,0.99693,0.52063,0.17638,0.072334,0.022205,0.012405,0.015858,0.012051,0.010296,0.013405,0.0033831,0.010964,0.0061638,0.0030043,0.0041152,0.0070677,0.0040503,0.0012441,0.001386,0.0011449,0.0041562,0.0054179,0.0038082,0.0008096,0.0049846,0.0051079,0.0027443,0.0010787,0.0034883,0.0043821,0.0018179,0.0022627
7.4359,10.406,7.8359,3.9033,1.3016,0.55477,0.20472,0.13351,0.087638,0.065621,0.049675,0.029175,0.027012,0.023826,0.035834,0.040129,0.019415,0.018211,0.027482,0.026781,0.021081,0.018559,0.019678,0.019404,0.023208,0.017611,0.013648,0.021825,0.021113,0.01641,0.01509,0.012311,0.0098187,0.016297,0.017755,0.011768
7.3879,11.529,8.3253,3.9494,1.2695,0.71374,0.25583,0.076568,0.10569,0.13015,0.061642,0.049853,0.090444,0.088288,0.066204,0.018489,0.038807,0.066893,0.064527,0.033287,0.019421,0.049932,0.057213,0.038057,0.011636,0.030632,0.044609,0.036765,0.019523,0.012813,0.031344,0.040835,0.032816,0.01525,0.017475,0.034147
