0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716,0.55716
0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262,0.50262
0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597,0.6597
2.0362,1.4003,0.38479,0.040391,0.034216,0.049027,0.029595,0.045342,0.0098279,0.032158,0.020137,0.021612,0.022025,0.01413,0.013627,0.012268,0.011434,0.013745,0.012231,0.011397,0.010098,0.0086467,0.0077817,0.0097431,0.011243,0.007192,0.0088011,0.0085958,0.0066988,0.0090321,0.009386,0.0057486,0.0062695,0.0071149,0.0062971,0.0052611,0.0067262,0.0048468,0.0053593,0.0053238,0.0047539,0.0043581,0.0064041,0.0048946,0.004699
3.238,3.1298,1.114,0.20405,0.05635,0.021779,0.019007,0.013651,0.0058404,0.016874,0.007385,0.012896,0.011799,0.0074247,0.0080013,0.0071375,0.0019089,0.0035475,0.0019941,0.0041244,0.002145,0.0019485,0.0027803,0.0039453,0.0035727,0.0020072,0.0026927,0.0025814,0.0026663,0.0028733,0.0022052,0.0022884,0.00042739,0.0025247,0.0028117,0.0039415,0.0026661,0.00035069,0.0020478,0.0021394,0.0017517,0.0018007,0.0022997,0.00044645,0.0014482
4.2335,5.0358,2.0449,0.39349,0.093889,0.081133,0.024375,0.022185,0.019799,0.014756,0.015877,0.008306,0.0054537,0.0040182,0.0049083,0.0019516,0.003127,0.0022157,0.0040706,0.00080939,0.003431,0.0015854,0.0025738,0.0026405,0.00080549,0.00033414,0.0012011,0.0026191,0.0017747,0.0011731,0.0020627,0.0018031,0.0035771,0.002238,0.0011191,0.0028083,0.0017733,0.0021804,0.0025068,0.0022647,0.00072513,0.00022208,0.00078181,0.0011865,0.00074992
5.0688,6.7292,2.7484,0.7916,0.12079,0.17163,0.077629,0.026749,0.051748,0.030507,0.022095,0.011382,0.03171,0.022418,0.02287,0.024613,0.015002,0.010513,0.0077467,0.010406,0.013427,0.015212,0.018161,0.017105,0.018199,0.014711,0.010529,0.0071648,0.0067294,0.0076891,0.010049,0.0095269,0.010774,0.012853,0.0091832,0.0078995,0.0066875,0.0055713,0.0055089,0.0069635,0.0067778,0.0092735,0.0096646,0.0092025,0.0070194
5.6395,8.3374,3.7639,1.0202,0.41667,0.21274,0.045422,0.043465,0.067708,0.051035,0.019019,0.038204,0.024018,0.018876,0.019118,0.021558,0.022638,0.019402,0.019161,0.01882,0.016529,0.015194,0.014784,0.012862,0.010483,0.011697,0.010271,0.012626,0.012131,0.012557,0.012106,0.0093841,0.010075,0.0093344,0.010579,0.0086598,0.0075339,0.0082386,0.0086619,0.0082945,0.008909,0.0082828,0.0079073,0.0068726,0.0076792
6.4632,9.729,5.0538,1.8977,0.78529,0.31215,0.11847,0.03904,0.026996,0.032673,0.043354,0.0459,0.048211,0.043583,0.030952,0.018857,0.013269,0.018635,0.02553,0.027926,0.028475,0.023513,0.017878,0.014358,0.011286,0.01254,0.014727,0.018195,0.018863,0.015507,0.011793,0.00835,0.0070604,0.013007,0.013153,0.013188,0.015785,0.013713,0.0096355,0.0056617,0.0060118,0.010115,0.011972,0.013094,0.01197
6.2958,10.311,5.7431,2.6104,1.1306,0.48341,0.099846,0.049135,0.026147,0.035541,0.021047,0.037714,0.028237,0.023648,0.02135,0.019705,0.01884,0.016297,0.015491,0.014938,0.01495,0.015355,0.015066,0.012175,0.011544,0.0085967,0.014089,0.01243,0.011103,0.009821,0.011166,0.0075969,0.010457,0.0089852,0.0063332,0.0070893,0.0081013,0.0090569,0.0076413,0.0064727,0.0064661,0.0065776,0.0079212,0.0070796,0.007838
6.5603,10.348,6.1799,3.1315,1.4167,0.71512,0.24506,0.10992,0.094239,0.022769,0.010645,0.0054926,0.011658,0.0083714,0.013934,0.0089942,0.0053917,0.0031065,0.0068341,0.0072645,0.0083655,0.0048482,0.0050354,0.0041519,0.0052135,0.00404,0.0043611,0.0055502,0.0040059,0.0029881,0.0024752,0.0041485,0.0058094,0.004126,0.0068932,0.0013322,0.0034481,0.001197,0.0040745,0.0031992,0.0050823,0.0016235,0.0029544,0.0022116,0.0038733
6.8294,10.44,6.6751,3.7686,1.7538,0.94909,0.30657,0.18937,0.12072,0.021997,0.030072,0.016208,0.014138,0.024966,0.017495,0.011116,0.011483,0.012976,0.01396,0.015268,0.012246,0.0091519,0.0075144,0.010664,0.012767,0.010588,0.0084716,0.0077682,0.006803,0.0072919,0.0099084,0.0078011,0.004684,0.0040811,0.0092246,0.0051532,0.0086277,0.0073879,0.0045338,0.0033932,0.0084716,0.0063961,0.0077234,0.0061857,0.0034955
6.924,10.589,7.0068,4.1296,2.173,1.0208,0.38494,0.21746,0.13337,0.09813,0.034035,0.012442,0.017694,0.026262,0.033481,0.025473,0.0081986,0.0091772,0.019579,0.023283,0.017795,0.0053168,0.0079787,0.016408,0.017441,0.015269,0.0060143,0.0036699,0.013153,0.016541,0.011306,0.0032004,0.0073598,0.011387,0.0078638,0.012956,0.0049374,0.0031779,0.011117,0.013568,0.010357,0.0025541,0.0026771,0.007716,0.010927
