0.76757,0.75453,0.049186,0.023282,0.055196,0.035899,0.01229,0.0080098,0.010744,0.0091233,0.0058088,0.010752,0.011055,0.0047733,0.002474,0.0074847,0.0052245,0.0044152,0.0046306,0.0038395,0.0023791,0.0055625,0.0035082,0.0038191,0.0059628,0.0039454,0.0007802,0.003433,0.0037817,0.0011588,0.0020871,0.0019667,0.0031976,0.0028523,0.0026577,0.0027211,0.001708,0.002507
1.6658,1.9394,0.43783,0.18098,0.15756,0.012112,0.012132,0.012802,0.0089188,0.011329,0.0036892,0.011001,0.003934,0.0086681,0.0059215,0.0020597,0.0020005,0.0027142,0.0015046,0.0030741,0.0031758,0.00086392,0.0035099,0.0028765,0.0038611,0.0019694,0.003567,0.0014747,0.0031214,0.0019203,0.002878,0.0013199,0.0012723,0.0011201,0.0014021,0.0011529,0.00075662,0.0013386
2.8953,3.7753,1.1828,0.22705,0.182,0.036503,0.025118,0.010928,0.011228,0.0094482,0.013773,0.0077638,0.011925,0.009457,0.00091266,0.0047047,0.0034601,0.00074285,0.0035602,0.0047592,0.0026193,0.0042533,0.0035277,0.0011565,0.0031868,0.0056413,0.0030667,0.0025199,0.0050005,0.0033545,0.0012913,0.0022595,0.00070681,0.0017231,0.00040704,0.00011013,0.0025561,0.00099607
3.9585,5.6312,1.8417,0.29953,0.29201,0.063283,0.085811,0.055904,0.056906,0.044385,0.030293,0.035554,0.023714,0.030717,0.027033,0.026343,0.02617,0.025414,0.022229,0.024673,0.021506,0.023054,0.018612,0.018988,0.017422,0.01606,0.018713,0.019083,0.015092,0.018564,0.015759,0.01449,0.014463,0.01405,0.014059,0.013631,0.01323,0.01285
4.6631,7.419,3.2035,0.92957,0.54352,0.074388,0.06858,0.0048275,0.027859,0.0079392,0.017602,0.013642,0.020732,0.0063161,0.010341,0.0070892,0.0067713,0.0040583,0.004742,0.0066453,0.0058169,0.010826,0.0084993,0.0088122,0.0064785,0.0061328,0.0048674,0.0055491,0.0045912,0.001391,0.0039254,0.0049339,0.0044106,0.0046136,0.0046788,0.0042663,0.0048139,0.0048336
5.3976,8.9284,4.4381,1.7096,0.91674,0.27906,0.097146,0.04471,0.045088,0.043624,0.046316,0.052775,0.04552,0.038377,0.031012,0.027558,0.029026,0.028985,0.027101,0.024633,0.027752,0.026915,0.023504,0.017562,0.017169,0.018087,0.022397,0.020572,0.020015,0.017635,0.014994,0.012359,0.014117,0.016338,0.018627,0.016333,0.015101,0.012595
5.5921,9.5639,5.2229,1.9951,0.952,0.28887,0.15348,0.08391,0.043026,0.017077,0.017879,0.013614,0.0081564,0.004225,0.0051094,0.006396,0.012932,0.012644,0.0055766,0.001641,0.0025072,0.0044972,0.0093515,0.0089425,0.0051569,0.0012461,0.0031059,0.005656,0.0063443,0.0074857,0.0036609,0.0016651,0.0029091,0.0058746,0.0059163,0.0053633,0.0036807,0.00093636
5.8364,10.324,6.4549,2.499,1.2337,0.54805,0.19684,0.11497,0.057517,0.03912,0.046985,0.024987,0.0044089,0.016344,0.012769,0.014915,0.010055,0.0093598,0.0062595,0.012226,0.0064657,0.013647,0.0035907,0.0067032,0.0074887,0.0089207,0.0066995,0.0068466,0.0033178,0.0049939,0.0062845,0.0058618,0.005546,0.0045827,0.0035486,0.0057182,0.0062064,0.0043961
6.4661,11.011,7.5221,3.156,1.4683,0.6677,0.29035,0.20866,0.11172,0.053754,0.032579,0.013981,0.032206,0.031093,0.01538,0.0096269,0.0095579,0.01605,0.018486,0.01528,0.0065759,0.008842,0.011495,0.014602,0.016037,0.0078366,0.0052501,0.01161,0.012329,0.0081304,0.0053326,0.0056549,0.0085314,0.0096332,0.0086742,0.0048066,0.0052744,0.007385
6.314,11.425,8.2789,3.5438,1.5931,0.76245,0.29,0.15403,0.050245,0.032406,0.021078,0.020418,0.0046486,0.0041099,0.010153,0.0092734,0.005012,0.0051009,0.0013277,0.0031507,0.0064888,0.0022736,0.0021698,0.0020848,0.0034409,0.0046864,0.0046666,0.0018904,0.00078667,0.0028851,0.0030666,0.0032263,0.00116,0.001098,0.0021275,0.0028753,0.0030749,0.00075213
